"search_key","document_id","source_type","source_id","warning_light_id","warning_light_name","make","model","model_year","component_category","severity","recommended_service_type","content","source_url","image_path","review_status"
image-IMG0228,image:IMG0228,UPLOADED_DATASET_ZIP,IMG0228,WL041,Water in the filter,,,,FUEL_FILTER_DIESEL,SERVICE_SOON,FUEL_FILTER_SERVICE,Warning-light image metadata IMG0228. Warning light: WL041 Water in the filter. Class folder: WL041_Water_in_the_filter. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL041_Water_in_the_filter/uploaded_zip_41_41_5.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0229,image:IMG0229,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0229,WL042,Airbags deactivated,,,,AIRBAG_SRS,SERVICE_SOON,AIRBAG_SRS_DIAGNOSTIC,Warning-light image metadata IMG0229. Warning light: WL042 Airbags deactivated. Class folder: WL042_Airbags_deactivated. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL042_Airbags_deactivated/standard64_crop_WL042.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0230,image:IMG0230,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0230,WL043,Fault problems,,,,MULTI_SYSTEM,SERVICE_SOON,MULTI_POINT_WARNING_DIAGNOSTIC,Warning-light image metadata IMG0230. Warning light: WL043 Fault problems. Class folder: WL043_Fault_problems. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL043_Fault_problems/standard64_crop_WL043.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0231,image:IMG0231,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0231,WL044,Dipped beam headlights,,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0231. Warning light: WL044 Dipped beam headlights. Class folder: WL044_Dipped_beam_headlights. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL044_Dipped_beam_headlights/standard64_crop_WL044.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0232,image:IMG0232,UPLOADED_DATASET_ZIP,IMG0232,WL044,Dipped beam headlights,,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0232. Warning light: WL044 Dipped beam headlights. Class folder: WL044_Dipped_beam_headlights. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL044_Dipped_beam_headlights/uploaded_zip_44_44_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0233,image:IMG0233,UPLOADED_DATASET_ZIP,IMG0233,WL044,Dipped beam headlights,,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0233. Warning light: WL044 Dipped beam headlights. Class folder: WL044_Dipped_beam_headlights. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL044_Dipped_beam_headlights/uploaded_zip_44_44_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0234,image:IMG0234,UPLOADED_DATASET_ZIP,IMG0234,WL044,Dipped beam headlights,,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0234. Warning light: WL044 Dipped beam headlights. Class folder: WL044_Dipped_beam_headlights. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL044_Dipped_beam_headlights/uploaded_zip_44_44_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0235,image:IMG0235,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0235,WL045,Dirty air filters,,,,ENGINE_EMISSIONS,SERVICE_SOON,ENGINE_EMISSIONS_DIAGNOSTIC,Warning-light image metadata IMG0235. Warning light: WL045 Dirty air filters. Class folder: WL045_Dirty_air_filters. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL045_Dirty_air_filters/standard64_crop_WL045.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0236,image:IMG0236,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0236,WL046,Eco driving indicators,,,,DRIVER_INFORMATION,INFORMATIONAL,DRIVER_INFORMATION_NO_SERVICE,Warning-light image metadata IMG0236. Warning light: WL046 Eco driving indicators. Class folder: WL046_Eco_driving_indicators. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL046_Eco_driving_indicators/standard64_crop_WL046.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0237,image:IMG0237,UPLOADED_DATASET_ZIP,IMG0237,WL046,Eco driving indicators,,,,DRIVER_INFORMATION,INFORMATIONAL,DRIVER_INFORMATION_NO_SERVICE,Warning-light image metadata IMG0237. Warning light: WL046 Eco driving indicators. Class folder: WL046_Eco_driving_indicators. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL046_Eco_driving_indicators/uploaded_zip_46_46_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0238,image:IMG0238,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0238,WL047,Hill descent control,,,,STABILITY_TRACTION_CONTROL,INFORMATIONAL,HILL_DESCENT_CONTROL_DIAGNOSTIC,Warning-light image metadata IMG0238. Warning light: WL047 Hill descent control. Class folder: WL047_Hill_descent_control. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL047_Hill_descent_control/hyundai_3-dbc-blue.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0239,image:IMG0239,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0239,WL047,Hill descent control,,,,STABILITY_TRACTION_CONTROL,INFORMATIONAL,HILL_DESCENT_CONTROL_DIAGNOSTIC,Warning-light image metadata IMG0239. Warning light: WL047 Hill descent control. Class folder: WL047_Hill_descent_control. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL047_Hill_descent_control/hyundai_dbc.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0240,image:IMG0240,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0240,WL047,Hill descent control,,,,STABILITY_TRACTION_CONTROL,INFORMATIONAL,HILL_DESCENT_CONTROL_DIAGNOSTIC,Warning-light image metadata IMG0240. Warning light: WL047 Hill descent control. Class folder: WL047_Hill_descent_control. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL047_Hill_descent_control/hyundai_icon-dbc-blurb.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0241,image:IMG0241,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0241,WL047,Hill descent control,,,,STABILITY_TRACTION_CONTROL,INFORMATIONAL,HILL_DESCENT_CONTROL_DIAGNOSTIC,Warning-light image metadata IMG0241. Warning light: WL047 Hill descent control. Class folder: WL047_Hill_descent_control. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL047_Hill_descent_control/standard64_crop_WL047.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0242,image:IMG0242,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0242,WL048,Temperature warning,,,,ENGINE_COOLING,URGENT_OR_IMMEDIATE_STOP,COOLING_SYSTEM_INSPECTION,Warning-light image metadata IMG0242. Warning light: WL048 Temperature warning. Class folder: WL048_Temperature_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL048_Temperature_warning/standard64_crop_WL048.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0243,image:IMG0243,UPLOADED_DATASET_ZIP,IMG0243,WL048,Temperature warning,,,,ENGINE_COOLING,URGENT_OR_IMMEDIATE_STOP,COOLING_SYSTEM_INSPECTION,Warning-light image metadata IMG0243. Warning light: WL048 Temperature warning. Class folder: WL048_Temperature_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL048_Temperature_warning/uploaded_zip_48_48_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0244,image:IMG0244,UPLOADED_DATASET_ZIP,IMG0244,WL048,Temperature warning,,,,ENGINE_COOLING,URGENT_OR_IMMEDIATE_STOP,COOLING_SYSTEM_INSPECTION,Warning-light image metadata IMG0244. Warning light: WL048 Temperature warning. Class folder: WL048_Temperature_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL048_Temperature_warning/uploaded_zip_48_48_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0245,image:IMG0245,UPLOADED_DATASET_ZIP,IMG0245,WL048,Temperature warning,,,,ENGINE_COOLING,URGENT_OR_IMMEDIATE_STOP,COOLING_SYSTEM_INSPECTION,Warning-light image metadata IMG0245. Warning light: WL048 Temperature warning. Class folder: WL048_Temperature_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL048_Temperature_warning/uploaded_zip_48_48_3.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0246,image:IMG0246,UPLOADED_DATASET_ZIP,IMG0246,WL048,Temperature warning,,,,ENGINE_COOLING,URGENT_OR_IMMEDIATE_STOP,COOLING_SYSTEM_INSPECTION,Warning-light image metadata IMG0246. Warning light: WL048 Temperature warning. Class folder: WL048_Temperature_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL048_Temperature_warning/uploaded_zip_48_48_4.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0247,image:IMG0247,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0247,WL049,ABS warning,,,,BRAKE_ABS_SYSTEM,URGENT_SERVICE,ABS_BRAKE_DIAGNOSTIC,Warning-light image metadata IMG0247. Warning light: WL049 ABS warning. Class folder: WL049_ABS_warning. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL049_ABS_warning/hyundai_3-anti-lock-blue.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0248,image:IMG0248,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0248,WL049,ABS warning,,,,BRAKE_ABS_SYSTEM,URGENT_SERVICE,ABS_BRAKE_DIAGNOSTIC,Warning-light image metadata IMG0248. Warning light: WL049 ABS warning. Class folder: WL049_ABS_warning. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL049_ABS_warning/hyundai_anti-lock.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0249,image:IMG0249,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0249,WL049,ABS warning,,,,BRAKE_ABS_SYSTEM,URGENT_SERVICE,ABS_BRAKE_DIAGNOSTIC,Warning-light image metadata IMG0249. Warning light: WL049 ABS warning. Class folder: WL049_ABS_warning. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL049_ABS_warning/hyundai_icon-abs-blurb.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0250,image:IMG0250,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0250,WL049,ABS warning,,,,BRAKE_ABS_SYSTEM,URGENT_SERVICE,ABS_BRAKE_DIAGNOSTIC,Warning-light image metadata IMG0250. Warning light: WL049 ABS warning. Class folder: WL049_ABS_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL049_ABS_warning/standard64_crop_WL049.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0251,image:IMG0251,UPLOADED_DATASET_ZIP,IMG0251,WL049,ABS warning,,,,BRAKE_ABS_SYSTEM,URGENT_SERVICE,ABS_BRAKE_DIAGNOSTIC,Warning-light image metadata IMG0251. Warning light: WL049 ABS warning. Class folder: WL049_ABS_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL049_ABS_warning/uploaded_zip_49_49_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0252,image:IMG0252,UPLOADED_DATASET_ZIP,IMG0252,WL049,ABS warning,,,,BRAKE_ABS_SYSTEM,URGENT_SERVICE,ABS_BRAKE_DIAGNOSTIC,Warning-light image metadata IMG0252. Warning light: WL049 ABS warning. Class folder: WL049_ABS_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL049_ABS_warning/uploaded_zip_49_49_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0253,image:IMG0253,UPLOADED_DATASET_ZIP,IMG0253,WL049,ABS warning,,,,BRAKE_ABS_SYSTEM,URGENT_SERVICE,ABS_BRAKE_DIAGNOSTIC,Warning-light image metadata IMG0253. Warning light: WL049 ABS warning. Class folder: WL049_ABS_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL049_ABS_warning/uploaded_zip_49_49_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0254,image:IMG0254,UPLOADED_DATASET_ZIP,IMG0254,WL049,ABS warning,,,,BRAKE_ABS_SYSTEM,URGENT_SERVICE,ABS_BRAKE_DIAGNOSTIC,Warning-light image metadata IMG0254. Warning light: WL049 ABS warning. Class folder: WL049_ABS_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL049_ABS_warning/uploaded_zip_49_49_4.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0255,image:IMG0255,UPLOADED_DATASET_ZIP,IMG0255,WL049,ABS warning,,,,BRAKE_ABS_SYSTEM,URGENT_SERVICE,ABS_BRAKE_DIAGNOSTIC,Warning-light image metadata IMG0255. Warning light: WL049 ABS warning. Class folder: WL049_ABS_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL049_ABS_warning/uploaded_zip_49_49_5.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0256,image:IMG0256,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0256,WL050,Fuel filter warning,,,,FUEL_FILTER_DIESEL,SERVICE_SOON,FUEL_FILTER_SERVICE,Warning-light image metadata IMG0256. Warning light: WL050 Fuel filter warning. Class folder: WL050_Fuel_filter_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL050_Fuel_filter_warning/standard64_crop_WL050.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0257,image:IMG0257,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0257,WL051,Doors open,,,,BODY_CLOSURES,SERVICE_SOON,DOOR_LATCH_SENSOR_INSPECTION,Warning-light image metadata IMG0257. Warning light: WL051 Doors open. Class folder: WL051_Doors_open. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL051_Doors_open/standard64_crop_WL051.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
